GroupID	PGNumber	Actual_SB.mns.LB.mns.Num	swFriendlyStrainName	ClusterMapping	Diet	MiSeqRun	SampleType	RV_end.mns.systolic_pressure_HFD_Mean_STRAIN	PercentageIncrease_STRAIN	PercentageIncrease_STRAIN	RV_Heart_Rate	RV_RAP	RV_End.mns.diastolic_pressure	RV_Maximum_Pressure	RV_End.mns.systolic_pressure	RV_mean_Pressure	RV_Maximum_dP.ovr.dt	RV_Min_dP.ovr.dt	RV_End.mns.diastolic_volume	RV_End.mns.Systolic_volume	RV_Stroke_Volume	RV_Cardiac_Output	RV_Resistance__PVR_Woods_	RV_Resistance__PVR_Dynes_	RV_Contractile_Index	RV_Ejection_Fraction	RV_Stroke_Work	RV_Peak_Power	RV_Peak_Power.ovr.EDV	RV_Ees	RV_Ea	RV_Ees.ovr.Ea	PA_Maximum_Pressure	PA_Min_Pressure	PA_mean_Pressure	PA_Pulse_Pressure	PA_Compliance	PA_RC_time	LV_Heart_Rate	LV_LAP	LV_End.mns.diastolic_pressure	LV_Maximum_Pressure	LV_End.mns.systolic_pressure	LV_mean_Pressure	LV_Maximum_dP.ovr.dt	LV_Min_dP.ovr.dt	LV_End.mns.diastolic_volume	LV_End.mns.Systolic_volume	LV_Stroke_Volume	LV_Cardiac_Output	LV_Resistance__SVR_Woods_	LV_Resistance__SVR_Dynes_	LV_Ejection_Fraction	LV_Contractile_Index	LV_Stroke_Work	LV_Peak_Power	LV_Peak_Power.ovr.EDV	LV_Ees	LV_Ea	LV_Ees.ovr.Ea	AO_Maximum_Pressure	AO_Min_Pressure	AO_mean_Pressure	AO_Pulse_Pressure	AO_Compliance	AO_RC_time	Duration	Weight	RV	LV.pls.S	Tibia	Fulton _RV.ovr.LV.pls.S_	RV.ovr.Tibia	LV.pls.S.ovr.Tibia	RV.ovr.weight	LV.pls.S.ovr.weight
0115.PG299.LB.MST	299	266	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	51.35	34.3	116.6	17	0.29	2.02	6.86	0.67	2.27
0115.PG300.LB.MST	300	267	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	426.5451	NA	1.2108	24.0313	12.9772	16.0956	1428	-1150	43.8616	13.1093	30.7523	13100	NA	NA	59.4224	70.1121	460.0398	0.5362	0.0122	0.348	0.9602	0.3624	1	0	16.1704	1	30.7523	0.0704	NA	1.2108	1.2108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	48.06	31.1	107.4	17	0.29	1.83	6.32	0.65	2.23
0115.PG301.LB.MST	301	268	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	490.4925	3.3761	0.9829	24.6296	12.2507	16.4097	1460	-1270	36.3691	14.1625	22.2066	10900	24100	1930000	59.3323	61.059	345.8982	0.3143	0.0086	0.3485	2.6707	0.1305	1	0	16.5593	1	22.2066	0.0612	462.7311	0.9829	0.9829	74.5442	42.4644	49.253	3820	-2560	9.9699	2.2768	7.6931	3560	83700	6700000	77.163	51.2269	0.374	0.0375	0.8248	3.612	6.1702	0.5854	NA	NA	49.0037	NA	NA	NA	20	49.96	34.9	125	17	0.28	2.05	7.35	0.70	2.50
0115.PG302.LB.MST	302	269	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	455.7021	3.3903	1.453	28.7464	14.9858	18.8114	1740	-1652	35.4965	15.5165	19.9799	9110	27600	2210000	60.4481	56.2871	355.2871	0.418	0.0118	0.6838	1.1794	0.5798	1	0	19.2352	1	19.9799	0.0658	436.8983	1.453	1.453	125.0997	76.9801	81.5906	7210	-6160	13.3601	1.665	11.6951	5110	55000	4400000	87.5375	57.6074	0.571	0.0427	1.5868	10.7589	13.5272	0.7954	NA	NA	81.8648	NA	NA	NA	20	47.39	33.5	122.1	17	0.27	1.97	7.18	0.71	2.58
0115.PG321.LB.MST	321	270	LG_J	BALB_A	Regular	run_4	LargeBowel	1.208242122	20.8	Medium	301.8758	5.4158	3.4968	29.1827	14.5558	20.5635	1560	-1390	56.4458	1.7269	54.7189	15800	8830	707000	53.5478	96.9406	876.7018	2.7553	0.0488	NA	NA	NA	1	0	19.5187	1	54.7189	0.1039	399.117	3.4968	3.4968	79.2466	44.037	52.6324	5360	-3720	62.3293	26.5763	35.753	14300	17100	1370000	57.3615	67.679	2.7883	0.0447	0.6446	NA	NA	NA	NA	NA	52.0603	NA	NA	NA	20	44.26	35.6	117	18.5	0.30	1.92	6.32	0.80	2.64
0115.PG322.LB.MST	322	271	LG_J	BALB_A	Regular	run_3	LargeBowel	1.208242122	20.8	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	50.18	37.6	110.7	18	0.34	2.09	6.15	0.75	2.21
0115.PG323.LB.MST	323	272	LG_J	BALB_A	Regular	run_4	LargeBowel	1.208242122	20.8	Medium	429.5992	3.3547	1.7484	31.4428	17.7683	20.9878	1835	-1590	48.8153	29.508	19.3072	8300	29000	2320000	58.36	39.5516	371.4597	0.4861	0.01	0.2468	1.8413	0.134	1	0	20.9878	1	19.3072	0.0698	383.3905	1.7484	1.7484	78.1734	41.0092	51.0145	5820	-4266	16.8072	8.3434	8.4639	3250	75000	6000000	50.3584	74.4051	0.4089	0.0243	0.5741	2.301	22.7812	0.101	NA	NA	51.3627	NA	NA	NA	20	67.04	42.2	140.1	18	0.30	2.34	7.78	0.63	2.09
0115.PG324.LB.MST	324	273	LG_J	BALB_A	Regular	run_4	LargeBowel	1.208242122	20.8	Medium	433.74	5.231	2.0753	29.3532	14.9964	19.4057	2080	-1730	48.755	19.8394	28.9157	12500	17000	1360000	70.8497	59.3081	507.5932	0.8641	0.0177	0.1706	1.4029	0.1216	1	0	19.6296	1	28.9157	0.0692	410.9589	2.0753	2.0753	108.7704	59.3035	71.201	8115	-6738	20.0803	4.498	15.5823	6400	40800	3270000	77.6	74.6067	1.1738	0.0585	1.2168	2.205	9.8803	0.2232	NA	NA	71.2508	NA	NA	NA	20	55.11	35.1	119	18	0.29	1.95	6.61	0.64	2.16
0115.PG325.LB.MST	325	274	LG_J	BALB_A	Regular	run_3	LargeBowel	1.208242122	20.8	Medium	426.5451	4.0227	1.72	28.2018	14.4705	18.3091	1655	-1330	39.2169	16.6265	22.5904	9640	23300	1870000	58.6841	57.6037	387.6784	0.5595	0.0143	1.8826	1.125	1.6735	1	0	18.8812	1	22.5904	0.0703	398.2456	1.72	1.72	83.3831	46.1123	54.2017	5886	-4696	33.5944	7.7108	25.8835	10300	24600	1970000	77.0472	70.5899	1.4994	0.0446	0.9425	2.119	3.2031	0.6616	NA	NA	54.749	NA	NA	NA	20	52.26	41.2	133.4	18	0.31	2.29	7.41	0.79	2.55
0115.PG326.LB.MST	326	275	LG_J	BALB_A	Regular	run_3	LargeBowel	1.208242122	20.8	Medium	365.8627	3.1414	1.4073	25.6574	14.2431	16.4811	1460	-1040	35.6325	15.8635	19.7691	7230	27800	2220000	56.9945	55.4804	312.7483	0.4006	0.0112	0.2609	3.5979	0.0725	1	0	17.2273	1	19.7691	0.082	322.0056	1.4073	1.4073	79.1187	47.3063	51.0568	5170	-3720	12.1787	0.6325	11.5462	3720	55400	4430000	94.8063	65.3533	0.5223	0.0429	1.1161	4.5936	6.5388	0.7025	NA	NA	51.9771	NA	NA	NA	20	46.85	36.1	127	18	0.28	2.01	7.06	0.77	2.71
0115.PG327.LB.MST	327	276	LG_J	BALB_A	Regular	run_3	LargeBowel	1.208242122	20.8	Medium	429.5992	3.0277	2.118	39.8294	23.2836	26.4242	2600	-1909	10.5221	2.3594	8.1627	3510	72000	5760000	65.2198	77.5763	198.525	0.249	0.0237	NA	5.2445	NA	1	0	26.4391	1	8.1627	0.0698	402.6846	2.118	2.118	70.2914	41.9048	45.0703	3991	-3325	31.7972	7.7811	24.0161	9670	26100	2090000	75.5289	56.7779	1.0471	0.0329	0.8013	1.3699	5.913	0.2317	NA	NA	46.2394	NA	NA	NA	20	48.39	32.6	119	18.5	0.27	1.76	6.43	0.67	2.46
0115.PG328.LB.MST	328	277	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	316.9034	4.236	1.8337	25.9417	13.7313	17.4867	1430	-1010	29.4378	10.3715	19.0663	6040	26600	2130000	55.1493	64.7681	297.0225	0.5034	0.0171	0.548	0.9283	0.5903	1	0	17.4121	1	19.0663	0.0947	301.5126	1.8337	1.8337	86.8372	55.7072	56.8698	5680	-3350	42.6606	1.004	41.6566	12600	15200	1220000	97.6465	65.4059	2.541	0.0596	1.2261	1.2509	3.0462	0.4107	NA	NA	56.9942	NA	NA	NA	20	31.55	31.7	107.1	18	0.30	1.76	5.95	1.00	3.39
0115.PG329.LB.MST	329	278	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	378.1546	NA	1.6631	20.5259	9.2395	13.9665	1150	-729.3333	NA	NA	NA	NA	NA	NA	56.1566	NA	NA	NA	NA	0.1051	NA	NA	1	0	13.8919	1	-1.245	0.0795	NA	1.6631	1.6631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	40.65	25.6	83.6	18	0.31	1.42	4.64	0.63	2.06
0115.PG330.LB.MST	330	279	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	442.2817	3.2409	1.1798	25.3021	13.4186	16.9217	1560	-1300	38.2329	9.488	28.745	12700	18900	1510000	61.8	75.1838	454.6457	0.4884	0.0128	1.9351	0.7736	2.5015	1	0	16.9963	1	28.745	0.0678	406.3247	1.1798	1.1798	88.4577	49.865	58.0226	5610	-4211	26.1546	0.01	26.1446	10600	24600	1970000	99.9616	63.3787	1.2202	0.0467	1.2743	0.1814	5.3019	0.0342	NA	NA	58.0475	NA	NA	NA	20	38.13	22	82.7	17	0.27	1.29	4.86	0.58	2.17
0115.PG331.LB.MST	331	280	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	31.07	24.1	90.6	17	0.27	1.42	5.33	0.78	2.92
0115.PG332.LB.MST	332	281	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	369.6316	3.4826	1.4783	31.059	17.1286	20.3652	1220	-918.3333	11.4759	0.1406	11.3353	4190	49000	3920000	39.4303	98.7752	218.3189	0.2413	0.021	1.4773	2.3319	0.6335	1	0	20.7383	1	11.3353	0.0811	337.7418	1.4783	1.4783	58.7491	36.6311	38.1648	2832	-1520	50.01	1.3956	48.6145	16400	13000	1040000	97.2094	48.205	2.438	0.0487	0.8482	1.2449	0.7929	1.5701	NA	NA	38.7369	NA	NA	NA	20	34.37	25.2	83.7	18	0.30	1.40	4.65	0.73	2.44
0115.PG333.LB.MST	333	282	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	385.4425	1.8621	1.5636	22.914	10.86	15.6929	1160	-1049	21.8574	0.6426	21.2149	8180	27900	2240000	50.4786	97.0602	294.4727	0.4777	0.0219	0.2657	0.69	0.385	1	0	15.4441	1	21.2149	0.0778	373.4472	1.5636	1.5636	60.8955	35.2523	40.2813	3750	-2220	18.1325	3.1526	14.9799	5590	42300	3380000	82.6135	61.5699	0.4017	0.0222	0.7197	5.5237	2.5172	2.1944	NA	NA	40.1321	NA	NA	NA	20	31.52	35.1	114.6	17	0.31	2.06	6.74	1.11	3.64
0115.PG334.LB.MST	334	283	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	386.2804	NA	0.5544	51.6418	37.7967	34.0127	1640	-1446	36.1145	2.5602	33.5542	13000	NA	NA	31.7314	92.9108	1130	0.2679	0.0074	4.1846	0.8886	4.709	1	0	34.1172	1	33.5542	0.0776	NA	0.5544	0.5544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	34.75	27.2	74.5	16.25	0.37	1.67	4.58	0.78	2.14
0115.PG335.LB.MST	335	284	LP_J	NZ_CAST	HighFat	run_3	LargeBowel	1.378341158	37.8	High	311.7471	5.8422	2.0043	20.3554	9.3817	13.6765	931	-699	25.2912	12.2892	13.002	4120	30000	2400000	45.7373	51.4093	153.121	0.3753	0.0148	0.5656	1.3526	0.4182	1	0	13.781	1	13.002	0.0947	337.1518	2.0043	2.0043	59.005	29.9787	39.0525	2600	-1550	66.6667	14.1064	52.5602	17800	11900	952000	78.8404	44.1093	4.4218	0.0663	0.6653	NA	1.3436	NA	NA	NA	38.9032	NA	NA	NA	20	38.63	28.6	115.3	17	0.25	1.68	6.78	0.74	2.98
0115.PG336.LB.MST	336	285	LP_J	NZ_CAST	Regular	run_3	LargeBowel	1.378341158	37.8	High	368.5424	3.9943	3.5963	26.9367	13.447	18.4022	1410	-1190	39.7691	1.1847	38.5843	14100	13500	1080000	52.3572	97.021	558.0291	1.9982	0.0502	2.7024	0.5184	5.2128	1	0	18.0589	1	38.5843	0.0818	337.8292	3.5963	3.5963	68.1166	42.8571	44.7959	3040	-2270	4.1667	2.9016	1.2651	406.2492	478000	38300000	30.3614	44.6685	0.0728	0.0175	0.2923	5.8038	0.705	8.2321	NA	NA	44.8258	NA	NA	NA	20	27.85	24.8	111	16	0.22	1.55	6.94	0.89	3.99
0115.PG339.LB.MST	339	288	LP_J	NZ_CAST	Regular	run_3	LargeBowel	1.378341158	37.8	High	384.6259	1.8621	1.5636	21.7626	11.258	12.83	1080	-876.3333	21.3755	10.2108	11.1647	4290	52800	4230000	49.7796	52.2311	146.6153	0.2514	0.0118	0.6404	1.757	0.3645	1	0	14.6957	1	11.1647	0.078	331.2519	1.5636	1.5636	84.8756	53.8451	54.8236	5190	-3590	7.8916	2.2791	5.6125	1860	114000	9090000	71.1196	61.0972	0.1505	0.0191	0.8954	NA	19.0911	NA	NA	NA	55.7192	NA	NA	NA	20	29.4	24.9	94.3	17	0.26	1.46	5.55	0.85	3.21
0115.PG347.LB.MST	347	292	KK_HlJ	NZ_CAST	HighFat	run_3	LargeBowel	1.236316418	23.6	Medium	504.2254	NA	1.2367	45.231	27.1215	31.2437	2650	-2220	35.8333	14.5783	21.255	10700	30700	2450000	58.4923	59.3163	610.3053	0.3785	0.0106	3.3022	1.7957	1.8389	1	0	29.9501	1	21.255	0.0595	432.6973	NA	NA	75.764	39.1187	50.6175	5870	-3760	18.5944	2.1084	16.4859	7130	38900	3110000	88.6609	77.4994	0.1147	0.0062	0.9376	0.9411	4.4154	0.2131	NA	NA	49.7966	NA	NA	NA	20	50.6	36.3	114	17	0.32	2.14	6.71	0.72	2.25
0115.PG348.LB.MST	348	293	KK_HlJ	NZ_CAST	HighFat	run_3	LargeBowel	1.236316418	23.6	Medium	435.8557	3.3404	2.3028	34.4705	20.6397	22.8812	2132	-1326	27.9317	6.3454	21.5863	9410	26400	2110000	61.85	77.2825	445.824	0.7158	0.0256	0.5997	1.3892	0.4317	1	0	22.9558	1	21.5863	0.0688	437.9718	2.3028	2.3028	122.8287	61.9332	79.7419	8950	-5770	25.7731	5.3414	20.4317	8950	31100	2490000	79.2754	72.8548	0.9828	0.0381	1.4238	0.037	3.868	0.0096	NA	NA	80.3887	NA	NA	NA	20	49.29	33.6	127.2	17	0.26	1.98	7.48	0.68	2.58
0115.PG351.LB.MST	351	294	KK_HlJ	NZ_CAST	Regular	run_3	LargeBowel	1.236316418	23.6	Medium	456.8765	NA	2.037	34.3732	18.49	23.1917	2144	-1740	43.4337	22.8715	20.5622	9390	NA	NA	62.3741	47.3417	428.8371	0.6032	0.0139	NA	NA	NA	1	0	22.8926	1	20.5622	0.0657	NA	2.037	2.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	40.27	38.8	111.9	17.5	0.35	2.22	6.39	0.96	2.78
0115.PG353.LB.MST	353	295	KK_HlJ	NZ_CAST	Regular	run_3	LargeBowel	1.236316418	23.6	Medium	455.7195	2.2222	1.567	35.7407	23.2906	23.6568	1497	-1791	11.506	0.5823	10.9237	4980	55200	4420000	41.885	94.9389	242.6647	0.2465	0.0214	3.0506	5.1077	0.5973	1	0	23.7815	1	10.9237	0.0658	375.7862	1.567	1.567	90.0285	33.1766	58.3356	4826	-2650	0.0602	0.01	0.0502	18.8254	12700000	1020000000	83.3336	53.6053	0.0016	0.0267	1.1582	NA	NA	NA	NA	NA	59.0685	NA	NA	NA	20	43.9	36.4	113.5	17	0.32	2.14	6.68	0.83	2.59
0115.PG355.LB.MST	355	296	KK_HlJ	NZ_CAST	Regular	run_3	LargeBowel	1.236316418	23.6	Medium	427.0517	3.9031	1.916	44.1809	28.7749	26.4008	2160	-2152	20.4669	1.506	18.9608	8100	30300	2420000	48.8107	92.6416	518.6101	0.5231	0.0256	1.0404	2.2155	0.4696	1	0	29.2676	1	18.9608	0.0702	398.234	1.916	1.916	145.3561	78.5328	91.7658	8371	-6040	17.3896	2.7209	14.6687	5840	43700	3490000	84.3533	57.5896	0.8245	0.0474	1.8786	2.3585	8.4345	0.2796	NA	NA	95.0315	NA	NA	NA	20	38.35	28.5	101.5	17	0.28	1.68	5.97	0.74	2.65
0115.PG374.LB.MST	374	297	Ln_J	NZ_CAST	HighFat	run_3	LargeBowel	1.247019486	24.7	Medium	505.626	3.0704	1.3077	28.7704	16.4179	19.5742	1550	-1260	67.7535	28.9165	38.837	19600	14500	1160000	53.9674	57.321	696.8533	0.7314	0.0108	NA	NA	NA	1	0	19.2508	1	38.837	0.0594	518.7406	1.3077	1.3077	70.2488	39.8721	46.3858	4140	-3301	NA	NA	NA	NA	NA	NA	NA	58.9714	NA	NA	NA	42.1842	NA	NA	NA	NA	46.2117	NA	NA	NA	20	38.42	36.9	108.6	16	0.34	2.31	6.79	0.96	2.83
0115.PG376.LB.MST	376	298	Ln_J	NZ_CAST	HighFat	run_3	LargeBowel	1.247019486	24.7	Medium	520.2662	NA	1.2793	31.0874	18.3937	20.7817	1705	-1480	26.0944	14.4679	11.6265	6050	NA	NA	54.8453	44.5556	226.4553	0.2142	0.0082	0.2385	1.588	0.1502	1	0	20.7568	1	11.6265	0.0576	NA	1.2793	1.2793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37.05	33.2	93	17	0.36	1.95	5.47	0.90	2.51
0115.PG378.LB.MST	378	299	Ln_J	NZ_CAST	HighFat	run_3	LargeBowel	1.247019486	24.7	Medium	406.3247	NA	2.8145	39.2466	20.9808	25.6872	2090	-1670	97.51	39.8695	57.6406	23400	NA	NA	53.287	59.1124	1340	2.3361	0.024	2.3506	1.4343	1.6389	1	0	26.0603	1	57.6406	0.0739	NA	2.8145	2.8145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	41.4	38.5	117.2	16.5	0.33	2.33	7.10	0.93	2.83
0115.PG381.LB.MST	381	300	Ln_J	NZ_CAST	Regular	run_3	LargeBowel	1.247019486	24.7	Medium	508.4746	2.8287	1.5636	26.0697	14.6411	18.0177	1480	-1180	11.3306	6.2399	5.0907	2590	111000	8840000	56.7198	44.9288	81.1037	0.1146	0.0101	0.5276	1.3004	0.4057	1	0	17.4953	1	5.0907	0.059	515.7678	1.5636	1.5636	76.162	42.4307	50.2543	4470	-3930	6.1593	2.3085	3.8508	1990	165000	13200000	62.5205	58.6819	0.1569	0.0255	0.6807	13.9419	53.4028	0.2611	NA	NA	50.0553	NA	NA	NA	20	37.3	31	96.2	17	0.32	1.82	5.66	0.83	2.58
0115.PG383.LB.MST	383	301	Ln_J	NZ_CAST	Regular	run_3	LargeBowel	1.247019486	24.7	Medium	428.6149	3.2267	2.5444	30.3625	17.3845	21.206	1700	-1420	76.2399	37.8629	38.377	16400	14600	1170000	56.1329	50.3372	680.8538	1.4061	0.0184	0.2173	0.8918	0.2436	1	0	20.2856	1	38.377	0.07	473.6908	NA	NA	74.5131	41.1656	49.2323	4640	-3740	42.9738	12.752	30.2218	14300	20600	1650000	70.3261	62.2754	1.4042	0.0327	0.7476	5.9633	1.9605	3.0416	NA	NA	48.9835	NA	NA	NA	20	35.8	33.2	91.6	18	0.36	1.84	5.09	0.93	2.56
0115.PG385.LB.MST	385	302	Ln_J	NZ_CAST	Regular	run_3	LargeBowel	1.247019486	24.7	Medium	500	NA	0.9382	24.307	14.1862	15.4541	1270	-963.3333	76.3911	33.6492	42.7419	21400	NA	NA	52.1385	55.9514	658.7134	0.5774	0.0076	0.1651	6.4864	0.0254	1	0	16.3496	1	42.7419	0.06	NA	NA	NA	NA	NA	NA	NA	-759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37.29	32	97.3	18	0.33	1.78	5.41	0.86	2.61
0115.PG386.LB.MST	386	303	NOD_ShiLtJ	FVB_RIIIS	HighFat	run_3	LargeBowel	0.631874707	-36.8	Low	515.7678	2.0327	1.791	26.3682	14.4136	18.3858	1740	-1290	57.7016	16.5121	41.1895	21200	14400	1150000	66.0013	71.3836	654.8416	1.0623	0.0184	0.1324	0.6864	0.1929	1	0	17.6893	1	41.1895	0.0582	494.5129	NA	NA	64.9183	32.4662	43.2693	5560	-3409	32.3992	13.9516	18.4476	9120	34200	2740000	56.9384	85.6975	0.54	0.0167	0.52	1.6549	2.8202	0.5868	NA	NA	42.7469	NA	NA	NA	20	45.9	31.5	100.1	18.5	0.31	1.70	5.41	0.69	2.18
0115.PG388.LB.MST	388	304	NOD_ShiLtJ	FVB_RIIIS	HighFat	run_3	LargeBowel	0.631874707	-36.8	Low	NA	2.6581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5051	NA	1	0	NA	1	0	NA	368.8648	NA	NA	59.1329	29.0405	39.5088	3900	-2308	45.1613	14.3246	30.8367	11400	NA	NA	68.2812	65.9249	1.1803	0.0261	0.5672	3.7424	5.1727	0.7235	NA	NA	38.9864	NA	NA	NA	20	20.99	19.9	59.9	17	0.33	1.17	3.52	0.95	2.85
0115.PG390.LB.MST	390	305	NOD_ShiLtJ	FVB_RIIIS	HighFat	run_3	LargeBowel	0.631874707	-36.8	Low	523.291	1.919	1.194	23.7527	11.6276	16.5365	1750	-1558	34.5766	12.9738	21.6028	11300	27400	2190000	73.8724	62.4781	319.6181	0.3714	0.0107	2.565	1.2483	2.0547	1	0	15.9892	1	21.6028	0.0574	466.3275	NA	NA	62.0896	28.6425	41.0575	5399	-3222	31.9556	10.6653	21.2903	9930	30000	2400000	66.6246	86.955	0.5883	0.0184	0.5915	6.8723	1.917	3.5849	NA	NA	40.9082	NA	NA	NA	20	33.21	24.4	79.9	18	0.31	1.36	4.44	0.73	2.41
0115.PG393.LB.MST	393	306	NOD_ShiLtJ	FVB_RIIIS	Regular	run_3	LargeBowel	0.631874707	-36.8	Low	384.6472	2.3312	1.7484	22.8714	13.5892	15.491	1180	-967	63.2462	33.3166	29.9296	11500	19100	1530000	51.4034	47.3224	409.0779	0.7535	0.0119	0.2205	0.9687	0.2276	1	0	15.4164	1	29.9296	0.078	402.6967	1.7484	1.7484	56.2473	25.5295	37.0511	4197	-2316	33.3166	14.2111	19.1055	7700	32900	2630000	57.3454	74.6169	0.6414	0.0193	0.466	2.7746	2.3102	1.201	NA	NA	37.1108	NA	NA	NA	20	24.86	16.5	40.1	15	0.41	1.10	2.67	0.66	1.61
0115.PG395.LB.MST	395	307	NOD_ShiLtJ	FVB_RIIIS	Regular	run_3	LargeBowel	0.631874707	-36.8	Low	566.0713	2.5018	1.5778	26.9936	13.9303	19.0162	2190	-1940	36.392	18.8543	17.5377	9920	32900	2640000	81.1427	48.1911	289.6878	0.3985	0.0109	0.6231	1.5831	0.3936	1	0	18.0958	1	17.5377	0.053	560.7803	NA	NA	85.3021	41.791	56.6431	7670	-5470	38.7035	7.8492	30.8543	17300	20700	1650000	79.7196	89.9001	1.1115	0.0287	0.9582	8.5451	2.377	3.5949	NA	NA	55.9963	NA	NA	NA	20	36.4	34.6	95.5	16.5	0.36	2.10	5.79	0.95	2.62
0115.PG397.LB.MST	397	308	NOD_ShiLtJ	FVB_RIIIS	Regular	run_3	LargeBowel	0.631874707	-36.8	Low	486.4936	2.4591	1.3077	32.7079	18.3511	22.3076	2100	-1950	42.3116	19.5075	22.804	11100	25900	2080000	64.3168	53.8955	467.5367	0.4294	0.0101	1.2929	1.2578	1.0279	1	0	21.8101	1	22.804	0.0617	471.2106	NA	NA	77.4698	44.5203	50.2835	6120	-4330	16.9045	7.1658	9.7387	4590	65700	5260000	57.61	78.977	0.3449	0.0204	0.6574	0.7344	2.1186	0.3467	NA	NA	50.9054	NA	NA	NA	20	28	25.3	83.3	16	0.30	1.58	5.21	0.90	2.98
0115.PG407.LB.MST	407	309	A_J	BALB_A	Regular	run_3	LargeBowel	1.099536242	10	Low	437.9718	3.8723	1.5177	25.7731	13.461	17.511	1490	-1280	57.7341	36.0826	21.6516	9470	24100	1930000	57.7477	37.5022	341.7645	0.4732	0.0082	0.3015	3.1511	0.0957	1	0	17.3025	1	21.6516	0.0686	432.6973	1.5177	1.5177	109.844	65.3333	72.3706	7631	-6780	67.7341	17.1299	50.6042	21900	12700	1010000	74.7101	69.4713	2.8218	0.0417	1.1687	2.0573	7.4431	0.2764	NA	NA	71.9486	NA	NA	NA	20	35.62	32.3	93.3	17	0.35	1.90	5.49	0.91	2.62
0115.PG408.LB.MST	408	310	A_J	BALB_A	Regular	run_3	LargeBowel	1.099536242	10	Low	490.4705	NA	1.305	25.5887	13.5035	17.3564	1670	-1568	43.7462	17.8852	25.861	12700	NA	NA	65.3675	59.116	410.6126	0.486	0.0111	0.6384	1.0809	0.5906	1	0	17.1826	1	25.861	0.0612	NA	1.305	1.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	28.06	18.7	73.1	17	0.26	1.10	4.30	0.67	2.61
