"Additional file 1 - List of reactions, genes and metabolites included in the R. ferrireducens in silico model"						
						
List of intracellular reactions						
						
Abbreviation	Name	Equation	Confidence	Subsystem	Gene	Protein
EX_tsul(e)	Thiosulfate exchange	[e] : tsul <==>				
EX_ura(e)	Uracil exchange	[e] : ura <==>				
EX_val-L(e)	L-Valine exchange	[e] : val-L <==>				
EX_zn2(e)	Zinc exchange	[e] : zn2 <==>				
BIO_Rfer3	R.ferrireducens Biomass Equation	[c] : (0.00034) 4hba + (59.81) atp + (0.000345) coa + (0.00104) dna_Eco + (0.00069) fad + (0.1598) glycogen + (59.81) h2o + (0.000034) hemeO + (0.00102) hmfurn + (0.00908) lps_EC + (0.0022) nadh + (0.0017) nadph + (0.02614) peptido_EC + (0.00256) plipid_Eco + (0.005088) protein_Eco + (0.03527) ptrc + (0.000034) pydx5p + (0.006566) rna_Eco + (0.00713) spmd + (0.05) thf + (0.00034) thmpp + (0.00034) ubq8h2 + (0.003) udpg --> (59.81) adp + (59.81) h + (59.81) pi				
						
						
List of Metabolites						
						
Abbreviation	Name					
10fthf	10-Formyltetrahydrofolate					
12dgr_EC	"1,2-Diacylglycerol  (E.coli)"					
13dpg	3-Phospho-D-glyceroyl phosphate					
13ppd	"Propane-1,3-diol"					
14glun	"1,4-alpha-D-Glucan"					
1ap2ol	1-Aminopropan-2-ol					
1ap2olp	D-1-Aminopropan-2-ol O-phosphate					
1ppr6p	1-Piperideine 6-carboxylate					
1pyr5c	1-Pyrroline-5-carboxylate					
23dap	"2,3-Diaminopropionate"					
23dhdp	"2,3-Dihydrodipicolinate"					
23dhmb	"(R)-2,3-Dihydroxy-3-methylbutanoate"					
23dhmp	"(R)-2,3-Dihydroxy-3-methylpentanoate"					
25aics	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate					
25dhpp	"2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine"					
26dap-LL	"LL-2,6-Diaminoheptanedioate"					
26dap-M	"meso-2,6-Diaminoheptanedioate"					
2aadp	L-2-Aminoadipate					
2ahbut	(S)-2-Aceto-2-hydroxybutanoate					
2ahhmd	"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate"					
2ahhmp	"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"					
2c25dho	"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"					
2cpr5p	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate					
2dda7p	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate					
2ddg6p	2-Dehydro-3-deoxy-D-gluconate 6-phosphate					
2ddglcn	2-Dehydro-3-deoxy-D-gluconate					
2dh3dgal	2-Dehydro-3-deoxy-D-galactonate					
2dh3dgal6p	2-Dehydro-3-deoxy-D-galactonate 6-phosphate					
2dhp	2-Dehydropantoate					
2dmmq8	2-Demethylmenaquinone 8					
2dmmql8	2-Demethylmenaquinol 8					
2dr1p	2-Deoxy-D-ribose 1-phosphate					
2h3opp	2-Hydroxy-3-oxopropanoate					
2ippm	2-Isopropylmaleate					
2kmb	2-keto-4-methylthiobutyrate					
2maacoa	2-Methyl-3-acetoacetyl-CoA					
2mahmp	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate					
2mb2coa	trans-2-Methylbut-2-enoyl-CoA					
2mbcoa	2-Methylbutanoyl-CoA					
2mcacn	cis-2-Methylaconitate					
2me4p	2-C-methyl-D-erythritol 4-phosphate					
2mecdp	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate"					
2mp2coa	2-Methylprop-2-enoyl-CoA					
2obut	2-Oxobutanoate					
2ohph	2-Octaprenyl-6-hydroxyphenol					
2ombzl	"2-Octaprenyl-6-methoxy-1,4-benzoquinol"					
2omhmbl	"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol"					
2ommbl	"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol"					
2omph	2-Octaprenyl-6-methoxyphenol					
2oph	2-Octaprenylphenol					
2p4c2me	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol					
2pg	D-Glycerate 2-phosphate					
2pglyc	2-Phosphoglycolate					
34dhbz	"3,4-Dihydroxybenzoate"					
34hpp	3-(4-Hydroxyphenyl)pyruvate					
36dahx	"(3S)-3,6-Diaminohexanoate"					
3c2hmp	3-Carboxy-2-hydroxy-4-methylpentanoate					
3c3hmp	3-Carboxy-3-hydroxy-4-methylpentanoate					
3c4mop	3-Carboxy-4-methyl-2-oxopentanoate					
3cmuc	"3-Carboxy-cis,cis-muconate"					
3dhq	3-Dehydroquinate					
3dhsk	3-Dehydroshikimate					
3fpyr	3-Fumarylpyruvate					
3hbacoa	(R)-3-Hydroxybutanoyl-CoA					
3hbACP	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]					
3hbut-R	(R)-3-Hydroxybutanoate					
3hbycoa	(S)-3-Hydroxybutyryl-CoA					
3hdcoa	(S)-3-Hydroxydecanoyl-CoA					
3hddACP	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]					
3hddcoa	(S)-3-Hydroxydodecanoyl-CoA					
3hdeACP	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]					
3hhACP	(R)-3-Hydroxyhexanoyl-[acp]					
3hhcoa	(S)-3-Hydroxyhexanoyl-CoA					
3hhdcoa	(S)-3-Hydroxyhexadecanoyl-CoA					
3hmbcoa	(S)-3-Hydroxy-2-methylbutyryl-CoA					
3hmp	(S)-3-hydroxyisobutyrate					
3hocACP	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]					
3hocdacp	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]					
3hocoa	(S)-3-Hydroxyoctanoyl-CoA					
3hpaACP	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]					
3hpimcoa	3-Hydroxypimelyl-CoA					
3hppnl	3-Hydroxypropanal					
3htdACP	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]					
3htdcoa	(S)-3-Hydroxytetradecanoyl-CoA					
3ig3p	C'-(3-Indolyl)-glycerol 3-phosphate					
3mb2coa	3-Methylbut-2-enoyl-CoA					
3mob	3-Methyl-2-oxobutanoate					
3mop	(S)-3-Methyl-2-oxopentanoate					
3odcoa	3-Oxodecanoyl-CoA					
3oddcoa	3-Oxododecanoyl-CoA					
3ohcoa	3-Oxohexanoyl-CoA					
3ohdcoa	3-Oxohexadecanoyl-CoA					
3oocoa	3-Oxooctanoyl-CoA					
3ophb	3-Octaprenyl-4-hydroxybenzoate					
3opimcoa	3-Oxopimeloyl-CoA					
3otdcoa	3-Oxotetradecanoyl-CoA					
3oxddACP	3-Oxododecanoyl-[acyl-carrier protein]					
3oxdeACP	3-Oxodecanoyl-[acyl-carrier protein]					
3oxhACP	3-Oxohexanoyl-[acyl-carrier protein]					
3oxhdACP	3-Oxohexadecanoyl-[acp]					
3oxocACP	3-Oxooctanoyl-[acyl-carrier protein]					
3oxocdacp	3-Oxooctadecanoyl-[acp]					
3oxtdACP	3-Oxotetradecanoyl-[acyl-carrier protein]					
3pg	3-Phospho-D-glycerate					
3php	3-Phosphohydroxypyruvate					
3psme	5-O-(1-Carboxyvinyl)-3-phosphoshikimate					
4abut	4-Aminobutanoate					
4abz	4-Aminobenzoate					
4adcho	4-amino-4-deoxychorismate					
4ahmmp	4-Amino-5-hydroxymethyl-2-methylpyrimidine					
4ampm	4-Amino-2-methyl-5-phosphomethylpyrimidine					
4c2me	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol					
4chccm	"4-Carboxy-2-hydroxy-cis,cis-muconate"					
4chms	4-Carboxy-2-hydroxymuconate semialdehyde					
4choa	4-Carboxy-4-hydroxy-2-oxoadipate					
4h2oxv	4-Hydroxy-2-oxovalerate					
4hba	4-Hydroxy-benzyl alcohol					
4hbcoa	4-Hydroxybenzoyl-CoA					
4hbz	4-Hydroxybenzoate					
4met2obut	4-Methylthio-2-oxobutanoate					
4mhetz	4-Methyl-5-(2-hydroxyethyl)-thiazole					
4mop	4-Methyl-2-oxopentanoate					
4mpetz	4-Methyl-5-(2-phosphoethyl)-thiazole					
4pasp	4-Phospho-L-aspartate					
4per	4-Phospho-D-erythronate					
4ppan	D-4'-Phosphopantothenate					
4ppcys	N-((R)-4-Phosphopantothenoyl)-L-cysteine					
4r5au	4-(1-D-Ribitylamino)-5-aminouracil					
5678thh	"(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroypterin"					
5aizc	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate					
5aop	5-Amino-4-oxopentanoate					
5aprbu	5-Amino-6-(5'-phosphoribitylamino)uracil					
5apru	5-Amino-6-(5'-phosphoribosylamino)uracil					
5d4dglcr	5-Dehydro-4-deoxy-D-glucarate					
5mcsn	5-Methylcytosine					
5mdr1p	5-Methylthio-5-deoxy-D-ribose 1-phosphate					
5mdru1p	5-Methylthio-5-deoxy-D-ribulose 1-phosphate					
5mta	5-Methylthioadenosine					
5mthf	5-Methyltetrahydrofolate					
5mtr	5-Methylthio-D-ribose					
5prdmbz	"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole"					
6hch1eccoa	6-Hydroxycyclohex-1-enecarbonyl-CoA					
6occhcoa	6-oxocyclohex-1-ene-1-carboxyl-CoA					
6pgc	6-Phospho-D-gluconate					
6pgl	"6-phospho-D-glucono-1,5-lactone"					
78dhp	"(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin"					
8aonn	8-Amino-7-oxononanoate					
aacoa	Acetoacetyl-CoA					
ac	Acetate					
acac	Acetoacetate					
acACP	Acetyl-ACP					
acald	Acetaldehyde					
accoa	Acetyl-CoA					
acetone	Acetone					
acg5p	N-Acetyl-L-glutamyl 5-phosphate					
acg5sa	N-Acetyl-L-glutamate 5-semialdehyde					
acgam	N-Acetyl-D-glucosamine					
acgam1p	N-Acetyl-D-glucosamine 1-phosphate					
acglu	N-Acetyl-L-glutamate					
achms	O-Acetyl-L-homoserine					
acmam	N-Acetyl-D-muramoate					
acmama	N-Acetyl-D-muramoyl-L-alanine					
acmana	N-Acetyl-D-mannosamine					
acorn	N2-Acetyl-L-ornithine					
ACP	acyl carrier protein					
acser	O-Acetyl-L-serine					
actACP	Acetoacetyl-ACP					
actp	Acetyl phosphate					
adcoba	Adenosyl cobinamide					
adcobap	Adenosyl cobinamide phosphate					
adcobdam	Adenosyl cobyrinate diamide					
adcobhex	adenosyl-cobyric acid					
ade	Adenine					
adgcoba	Adenosine-GDP-cobinamide					
adn	Adenosine					
adp	ADP					
adpglc	ADPglucose					
"adphep-D,D"	ADP-D-glycero-D-manno-heptose					
"adphep-L,D"	ADP-L-glycero-D-manno-heptose					
agm	Agmatine					
ahcys	S-Adenosyl-L-homocysteine					
ahdt	"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"					
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide					
air	5-amino-1-(5-phospho-D-ribosyl)imidazole					
akg	2-Oxoglutarate					
alaala	D-Alanyl-D-alanine					
ala-B	beta-Alanine					
alac-S	(S)-2-Acetolactate					
ala-D	D-Alanine					
ala-L	L-Alanine					
alatrna	L-Alanyl-tRNA(Ala)					
alltt	Allantoate					
amet	S-Adenosyl-L-methionine					
ametam	S-Adenosylmethioninamine					
amob	S-Adenosyl-4-methylthio-2-oxobutanoate					
amopbut-L	2-Amino-3-oxo-4-phosphonooxybutyrate					
amp	AMP					
anth	Anthranilate					
ap4a	"P1,P4-Bis(5'-adenosyl) tetraphosphate"					
ap5a	"P1,P5-Bis(5'-adenosyl) pentaphosphate"					
apoACP	apoprotein [acyl carrier protein]					
aps	Adenosine 5'-phosphosulfate					
ara4n-L	4-amino-4-deoxy-L-arabinose					
ara4n-lipa	L-ara4N modified KDO2 Lipid A					
ara5p	D-Arabinose 5-phosphate					
arab-L	L-Arabinose					
arbt6p	Arbutin 6-phosphate					
arg-L	L-Arginine					
argsuc	N(omega)-(L-Arginino)succinate					
argtrna	L-Arginyl-tRNA(Arg)					
asn-L	L-Asparagine					
asntrna	L-Asparaginyl-tRNA(Asn)					
asp-L	L-Aspartate					
aspsa	L-Aspartate 4-semialdehyde					
asptrna	L-Aspartyl-tRNA(Asp)					
atp	ATP					
b2coa	trans-But-2-enoyl-CoA					
benzcoa	Benzoyl-CoA					
btal	Butanal					
btamp	Biotinyl-5'-AMP					
btcoa	Butanoyl-CoA (C4:0CoA)					
btn	Biotin					
butpi	Butanoyl phosphate					
buts	butanesulfonate					
bz	Benzoate					
bzsucc	Benzylsuccinate					
bzsuccoa	Benzylsuccinyl-CoA					
ca2	Calcium					
cbasp	N-Carbamoyl-L-aspartate					
cbi	Cobinamide					
cbl1	Cob(I)alamin					
cbp	Carbamoyl phosphate					
cd2	Cadmium					
cdlp	Cardiolipin					
cdp	CDP					
cdpdag	CDPdiacylglycerol					
cdpdag_EC	CDPdiacylglycerol (E coli)					
cdpddg	CDP-4-dehydro-6-deoxy-D-glucose					
cdpea	CDPethanolamine					
cdpglc	CDPglucose					
cellb	cellobiose					
cgly	Cys-Gly					
ch15deccoa	"Cyclohexa-1,5-dienecarbonyl-CoA"					
chitob	Chitobiose					
chor	Chorismate					
cit	Citrate					
citr-L	L-Citrulline					
ckdo	CMP-3-deoxy-D-manno-octulosonate					
clpn_EC	Cardiolipin (Ecoli)					
cmp	CMP					
co1dam	"Cob(I)yrinate a,c diamide"					
co2	CO2					
co2dam	"Cob(II)yrinate a,c diamide"					
coa	Coenzyme A					
cobalt2	Co2+					
cobamcoa	Cobamide coenzyme					
cobrnt	Cobyrinate					
copre2	cobalt-precorrin 2					
cpppg3	Coproporphyrinogen III					
creat	Creatine					
cro4	chromate					
crtn	Creatinine					
csn	Cytosine					
ctp	CTP					
cu2	Cu2+					
cynt	Cyanate					
cysam	Cysteamine					
cys-L	L-Cysteine					
cysth-L	L-Cystathionine					
cystrna	L-Cysteinyl-tRNA(Cys)					
cytd	Cytidine					
dad-2	Deoxyadenosine					
dad-5	5'-Deoxyadenosine					
dadp	dADP					
damp	dAMP					
dann	"7,8-Diaminononanoate"					
datp	dATP					
db4p	"3,4-dihydroxy-2-butanone 4-phosphate"					
dc2coa	trans-Dec-2-enoyl-CoA					
dcamp	"N6-(1,2-Dicarboxyethyl)-AMP"					
dccoa	Decanoyl-CoA (C10:0CoA)					
dcdp	dCDP					
dcmp	dCMP					
dctp	dCTP					
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)					
ddcoa	Dodecanoyl-CoA (n-C12:0CoA)					
dgdp	dGDP					
dgmp	dGMP					
dgsn	Deoxyguanosine					
dgtp	dGTP					
dhap	Dihydroxyacetone phosphate					
dhf	"7,8-Dihydrofolate"					
dhnpt	"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine"					
dhor-S	(S)-Dihydroorotate					
dhpmp	Dihydroneopterin monophosphate					
dhpt	Dihydropteroate					
dhptd	"4,5-dihydroxy-2,3-pentanedione"					
dimp	dIMP					
din	Deoxyinosine					
ditp	dITP					
dkmpp	"2,3-diketo5-methylthio-1-phosphopentane"					
dmbzid	"5,6-Dimethylbenzimidazole"					
dmlz	"6,7-Dimethyl-8-(1-D-ribityl)lumazine"					
dmpp	Dimethylallyl diphosphate					
dna_Eco	"DNA, Escherichia coli"					
dnad	Deamino-NAD+					
dpcoa	Dephospho-CoA					
dtbt	Dethiobiotin					
dtdp	dTDP					
dtdp6dm	dTDP-6-deoxy-L-mannose					
dtdpddg	dTDP-4-dehydro-6-deoxy-D-glucose					
dtdpddm	dTDP-4-dehydro-6-deoxy-L-mannose					
dtdpglc	dTDPglucose					
dtmp	dTMP					
dttp	dTTP					
dudp	dUDP					
dump	dUMP					
duri	Deoxyuridine					
dutp	dUTP					
dxyl5p	1-deoxy-D-xylulose 5-phosphate					
e4p	D-Erythrose 4-phosphate					
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate					
etha	Ethanolamine					
eths	ethanesulfonate					
etoh	Ethanol					
f6p	D-Fructose 6-phosphate					
fa1	Fatty acid (Iso-C14:0)					
fa10	Fatty acid (Anteiso-C17:1)					
fa10coa	Anteiso-C17:1 CoA					
fa11	Fatty acid (Iso-C17:0)					
fa11coa	Iso-C17:0 CoA					
fa12	Fatty acid (Anteiso-C17:0)					
fa12coa	Anteiso-C17:0 CoA					
fa1coa	Iso-C14:0 CoA					
fa3	Fatty acid (Iso-C15:0)					
fa3coa	Iso-C15:0 CoA					
fa4	Fatty acid (Anteiso-C15:0)					
fa4coa	Anteiso-C15:0 CoA					
fa5	Fatty acid (Iso-C16:1)					
fa5coa	Iso-C16:1 CoA					
fa6	Fatty acid  (iso-C16:0)					
fa6coa	Iso-C16:0 CoA					
fa9	Fatty acid (Iso-C17:1)					
fa9coa	Iso-C17:1 CoA					
fad	FAD					
fadh2	FADH2					
fc1p	L-Fuculose 1-phosphate					
fdp	"D-Fructose 1,6-bisphosphate"					
fdxo-4:2	ferrodoxin (oxidized form 4:2)					
fdxr-4:2	ferrodoxin (reduced form 4:2)					
fe2	Fe2+					
fe3	Fe3+					
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide					
fglut-S	S-Formylglutathione					
ficytcc	Ferricytochrome c					
fmet	N-Formyl-L-methionine					
fmettrna	N-Formylmethionyl-tRNA					
fmn	flavin mononucleotide					
fmnRD	flavin mononucleotide reduced					
focytcc	Ferrocytochrome c					
fol	Folate					
for	Formate					
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine					
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide					
frdp	Farnesyl diphosphate					
fru	D-Fructose					
fum	Fumarate					
g1p	D-Glucose 1-phosphate					
g3p	Glyceraldehyde 3-phosphate					
g6p	D-Glucose 6-phosphate					
gal	D-Galactose					
galctn-D	D-Galactonate					
galctr-D	D-Galactarate					
gam1p	D-Glucosamine 1-phosphate					
gam6p	D-Glucosamine 6-phosphate					
gar	N1-(5-Phospho-D-ribosyl)glycinamide					
gcald	Glycolaldehyde					
gdp	GDP					
gdpddm	GDP-4-dehydro-6-deoxy-D-mannose					
gdpfuc	GDP-L-fucose					
gdpman	GDP-D-mannose					
gdpofuc	GDP-4-oxo-L-fucose					
gdptp	Guanosine 3'-diphosphate 5'-triphosphate					
ggluaba	gammaglutamyl-gamma-aminobutyraldehyde					
ggluabt	gammaglutamyl-gamma-aminobutyrate					
ggluptrc	gammaglutamyl putrescine					
glc-D	D-Glucose					
glcn-D	D-Gluconate					
gln-L	L-Glutamine					
glntrna	L-Glutaminyl-tRNA(Gln)					
glu1sa	L-Glutamate 1-semialdehyde					
glu5p	L-Glutamate 5-phosphate					
glu5sa	L-Glutamate 5-semialdehyde					
glucys	gamma-L-Glutamyl-L-cysteine					
glu-D	D-Glutamate					
glu-L	L-Glutamate					
glutcoa	Glutaryl-CoA					
glutrna	L-Glutamyl-tRNA(Glu)					
glx	Glyoxylate					
gly	Glycine					
glyald	D-Glyceraldehyde					
glyc	Glycerol					
glyc3p	sn-Glycerol 3-phosphate					
glyclt	Glycolate					
glycogen	glycogen					
glyc-R	(R)-Glycerate					
glytrna	Glycyl-tRNA(Gly)					
gmh17bp	"D-Glycero-D-manno-heptose 1,7-bisphosphate"					
gmh1p	D-Glycero-D-manno-heptose 1-phosphate					
gmh7p	D-Glycero-D-manno-heptose 7-phosphate					
gmp	GMP					
gp4g	"P1,P4-Bis(5'-guanosyl) tetraphosphate"					
grdp	Geranyl diphosphate					
gthox	Oxidized glutathione					
gthrd	Reduced glutathione					
gtp	GTP					
gua	Guanine					
h	H+					
h2	H2					
h2mb4p	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate					
h2o	H2O					
h2o2	Hydrogen peroxide					
h2s	Hydrogen sulfide					
hco3	Bicarbonate					
hcys-L	L-Homocysteine					
hdca	hexadecanoate (n-C16:0)					
hdcea	hexadecenoate (n-C16:1)					
hdcoa	Hexadecenoyl-CoA (n-C16:1CoA)					
hdd2coa	trans-Hexadec-2-enoyl-CoA					
hdeACP	Hexadecenoyl-ACP (n-C16:1ACP)					
hemeO	Heme O					
hexs	hexanesulfonate					
hg0	Mercury (uncharged)					
hg2	Mercury (charged +2)					
his-L	L-Histidine					
hisp	L-Histidinol phosphate					
histd	L-Histidinol					
histrna	L-Histidyl-tRNA(His)					
hmbil	Hydroxymethylbilane					
hmfurn	4-hydroxy-5-methyl-3(2H)-furanone					
hmgcoa	Hydroxymethylglutaryl-CoA					
hom-L	L-Homoserine					
hpyr	Hydroxypyruvate					
hqn	Hydroquinone					
hx2coa	trans-Hex-2-enoyl-CoA					
hxal	hexanal					
hxan	Hypoxanthine					
hxcoa	Hexanoyl-CoA (C6:0CoA)					
iasp	Iminoaspartate					
ibcoa	Isobutyryl-CoA					
icit	Isocitrate					
idp	IDP					
ile-L	L-Isoleucine					
iletrna	L-Isoleucyl-tRNA(Ile)					
imacp	3-(Imidazol-4-yl)-2-oxopropyl phosphate					
imp	IMP					
indole	Indole					
inost	myo-Inositol					
ins	Inosine					
ipdp	Isopentenyl diphosphate					
iqnl	Isoquinoline					
iqnln	Isoquinolin-1(2H)-one					
istnt	Isethionate					
itp	ITP					
ivcoa	Isovaleryl-CoA					
k	K+					
kdo	3-Deoxy-D-manno-2-octulosonate					
kdo2lipid4	KDO(2)-lipid IV(A)					
kdo2lipid4L	KDO(2)-lipid IV(A) with laurate					
kdo8p	3-Deoxy-D-manno-octulosonate 8-phosphate					
kdolipid4	KDO-lipid IV(A)					
lac-D	D-Lactate					
lac-L	L-Lactate					
lald-L	L-Lactaldehyde					
lcts	Lactose					
leu-L	L-Leucine					
leutrna	L-Leucyl-tRNA(Leu)					
lgt-S	(R)-S-Lactoylglutathione					
lipa	KDO(2)-lipid (A)					
lipidA	"2,3-Bis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate"					
lipidAds	Lipid A Disaccharide					
lipidX	"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate"					
lps_EC	lipopolysaccharide (Ecoli)					
Lsacchrp	L-Saccharopine					
lys-L	L-Lysine					
lystrna	L-Lysine-tRNA (Lys)					
malACP	Malonyl-[acyl-carrier protein]					
malcoa	Malonyl-CoA					
mal-D	D-Malate					
male	Maleate					
mal-L	L-Malate					
malm	Maleamate					
malt	Maltose					
malthp	Maltoheptaose					
malthx	Maltohexaose					
maltpt	Maltopentaose					
malttr	Maltotriose					
maltttr	Maltotetraose					
man1p	D-Mannose 1-phosphate					
man6p	D-Mannose 6-phosphate					
mana	D-Mannonate					
met-D	D-Methionine					
methf	"5,10-Methenyltetrahydrofolate"					
met-L	L-Methionine					
metox	L-Methionine S-oxide					
mettrna	L-Methionyl-tRNA (Met)					
mg2	Mg					
mi1p-D	1D-myo-Inositol 1-phosphate					
micit	Methylisocitrate					
mlthf	"5,10-Methylenetetrahydrofolate"					
mmalsa-S	(S)-Methylmalonate semialdehyde					
mmcoa-R	(R)-Methylmalonyl-CoA					
mmcoa-S	(S)-Methylmalonyl-CoA					
mn2	Mn2+					
mobd	Molybdate					
mops	MOPS					
mql7	Menaquinol 7					
mql8	Menaquinol 8					
mqn7	Menaquinone 7					
mqn8	Menaquinone 8					
msa	Malonate semialdehyde					
mthgxl	Methylglyoxal					
myrsACP	Myristoyl-ACP (n-C14:0ACP)					
n2ppn	2-Nitropropane					
na1	Sodium					
nac	Nicotinate					
nad	Nicotinamide adenine dinucleotide					
nadh	Nicotinamide adenine dinucleotide - reduced					
nadp	Nicotinamide adenine dinucleotide phosphate					
nadph	Nicotinamide adenine dinucleotide phosphate - reduced					
ncam	Nicotinamide					
nh4	Ammonium					
nh4oh	Ammonium hydroxide					
ni2	Ni2+					
nicrnt	Nicotinate D-ribonucleotide					
nmn	NMN					
no2	Nitrite					
no3	Nitrate					
o2	O2					
o2-	Superoxide					
oaa	Oxaloacetate					
oc2coa	trans-Oct-2-enoyl-CoA					
occoa	Octanoyl-CoA (C8:0CoA)					
ocdca	octadecanoate (n-C18:0)					
ocdcea	octadecenoate (n-C18:1)					
octdp	all-trans-Octaprenyl diphosphate					
octeACP	Octadecenoyl-ACP (n-C18:1ACP)					
odecoa	Octadecenoyl-CoA (n-C18:1CoA)					
ohpb	2-Oxo-3-hydroxy-4-phosphobutanoate					
orn-L	L-Ornithine					
orot	Orotate					
orot5p	Orotidine 5'-phosphate					
oxadpcoa	3-Oxoadipyl-CoA					
oxglyc	Oxaloglycolate					
pa_EC	phosphatidate  (E.coli)					
palmACP	Palmitoyl-ACP (n-C16:0ACP)					
pan4p	Pantetheine 4'-phosphate					
pant-R	(R)-Pantoate					
pap	"Adenosine 3',5'-bisphosphate"					
paps	3'-Phosphoadenylyl sulfate					
pdx5p	Pyridoxine 5'-phosphate					
pe_EC	Phosphatidylethanolamine (ecoli)					
pep	Phosphoenolpyruvate					
peptido_EC	Peptidoglycan subunit of Escherichia coli					
pg_EC	Phospatidylglycerol (Ecoli)					
pgly	Phosphatidylglycerol					
pgp_EC	Phosphatidylglycerophosphate (Ecoli)					
phaccoa	Phenylacetyl-CoA					
pheac	Phenylacetate					
phe-L	L-Phenylalanine					
pheme	Protoheme					
phetrna	L-Phenylalanyl-tRNA(Phe)					
phitcoa	E-Phenylitaconyl-CoA					
phom	O-Phospho-L-homoserine					
phpyr	Phenylpyruvate					
phthr	O-Phospho-4-hydroxy-L-threonine					
pi	Phosphate					
plipid_Eco	"Phospholipid, E. coli"					
pmtcoa	Palmitoyl-CoA (n-C16:0CoA)					
pnto-R	(R)-Pantothenate					
polypi	Polyphosphate					
ppa	Propionate					
ppac	Phosphonoacetate					
ppal	Propanal					
ppap	Propanoyl phosphate					
ppbng	Porphobilinogen					
ppcoa	Propanoyl-CoA (C3:0CoA)					
pphn	Prephenate					
ppi	Diphosphate					
ppn	Phosphonate					
ppp9	Protoporphyrin					
pppg9	Protoporphyrinogen IX					
pppi	Inorganic triphosphate					
pram	5-Phospho-beta-D-ribosylamine					
pran	N-(5-Phospho-D-ribosyl)anthranilate					
prbamp	1-(5-Phosphoribosyl)-AMP					
prbatp	1-(5-Phosphoribosyl)-ATP					
prfp	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide					
prlp	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide					
pro-L	L-Proline					
protein_Eco	"Protein, Escherichia coli"					
protrna	L-Prolyl-tRNA(Pro)					
prpp	5-Phospho-alpha-D-ribose 1-diphosphate					
ps	Phosphatidylserine					
ps_EC	phosphatidylserine (Ecoli)					
pser-L	O-Phospho-L-serine					
ptrc	Putrescine					
ptth	Pantetheine					
pyam5p	Pyridoxamine 5'-phosphate					
pydx5p	Pyridoxal 5'-phosphate					
pyr	Pyruvate					
quln	Quinolinate					
r1p	alpha-D-Ribose 1-phosphate					
r5p	alpha-D-Ribose 5-phosphate					
rb15bp	"D-Ribulose 1,5-bisphosphate"					
rdmbzi	"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole"					
rhcys	S-Ribosyl-L-homocysteine					
rib-D	D-Ribose					
ribflv	Riboflavin					
rna_Eco	"RNA, Escherichia coli"					
ru5p-D	D-Ribulose 5-phosphate					
s7p	Sedoheptulose 7-phosphate					
sbt6p	D-Sorbitol 6-phosphate					
