sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AP39_21359_20180323_ST_E21	8594713	120137.30515873	0	4022.075	18991.3785714285	0	1286.04166666667	75041.1611111111	26038.079004329	23312.45	15572.4547619048	8049.96825396825	2252.53571428572	15167.3131944444	73.7079365079366	2.1	4384.00833333333	3202.33333333333	1971.16666666667	628.254166666667	435.75	344.766666666667	16448.7928571429	2462.46666666666	0	26386.093452381	4.5	0	178.75	178.75	7	2.66666666666667	0	1426.05	0	0	0.5	0	0	1418.41666666667	3734.1125	0.5	0.333333333333333	668.5	0	0	8220882.7183171
0159_AB18_26497_20190718_ST	8577097	110350.692857143	0	4174.80833333333	23042.2396825396	0	997.125	77141.2345238095	26865.525	26414.3833333333	15761.1833333333	15400.1277777778	2884.15238095238	16457.2347222222	30.4190476190477	1.06666666666667	6129.44166666666	2400.4	2158.51666666667	630.741666666667	449.125	662.833333333333	12007.5333333333	1540.91666666666	0	22077.4333333333	6	0	432.25	432.25	0	0.333333333333333	0	1275.95	0	0	0	0	0	440.25	4099.71666666667	0	0	611.833333333333	0	0	8202221.28234127
0159_AZ03_32024_20180718_ST	8500829	110693.833333333	0	5185.96666666667	19581.1166666666	0	1731.08333333333	81198.9666666667	25108.6333333333	26942.15	16661.55	15544.5	3092.45	16882.5208333333	44.4333333333333	0.45	5874.05833333333	2768.05	2410.16666666667	1211.01666666667	509.25	791.733333333333	15259.9166666667	734.716666666667	0	26224.9666666667	2.75	0	242.5	242	0	2	0	1159.43333333333	0	0	0.090909090909091	0	0	2942	4195.43333333333	0.5	0	476.833333333333	0	0	8113113.92992424
0159_AZ03_32083_20190809_ST	8480405	107246.666666667	0	4831.15833333333	22259.8825396825	0	1024.95833333333	83448.1694444444	26328.9083333333	30590.4833333333	16344	19966.5690476191	2484.51904761905	19059.0375	16.5968253968254	0.3	6426.75	3002.95	2532.04166666667	960.583333333333	421.416666666667	1046.66666666667	12589.3333333333	663.666666666667	0	27866.5666666667	0	0	203.5	203.5	0	1.75	0	968.15	0	0	0	0	0	4091.25	4362.25	0	0	505	0	0	8080958.37559524
0159_AB18_26776_20210113_ST	8456496	111671.166666667	0	5095.36666666666	18553.446031746	0	1256.04166666667	78616.0845959596	26324.0666666667	24430.5666666667	16078.8095238095	9526.40555555555	2490.33095238095	12722.2638888889	52.754761904762	1.66666666666667	4809.26666666666	2324.25	2349.16666666667	736.4	448	315	14442.9	3032.95	0	21414.2952380952	3.75	0	447.5	447.833333333333	58.75	11.3333333333333	0	1636.31666666667	0.833333333333333	0	0	0	0	631.25	3845.48333333334	0	0	704.5	0	0	8092017.25111833
0159_AQ29_10041_20171121_ST	8439074	108180.425	0	5299.90833333333	23197.5373015873	0	620.416666666667	64805.45	23335.1472222222	25314.55	16389.25	19877.8111111111	1705.53095238095	13120.6555555556	61.5642857142857	2.16666666666667	6022.05277777778	1704.78333333333	1647.72916666666	1046.075	441.208333333333	310.2	13174	651.516666666666	0	21464.1416666667	4.25	0	262.5	262.5	0	0.916666666666667	0	1165.66666666667	0	0	0.0454545454545454	0	0	295.75	4155.47916666667	0	0	593.25	0	0	8083961.52200577
0159_AP39_21222_20180322_ST_E21	8411506	112397.492857143	0	4967.35	16903.7996031746	0	1251.16666666667	84116.3527777778	27979.9047619048	24180.1880952381	16223.2285714286	8265.29722222222	3296.89761904762	14236.2333333333	80.5809523809524	3.33333333333333	4390.55	2799.66666666666	2416.91666666667	856.408333333333	318.25	433.716666666667	16107	2987.23333333333	0	24562.6833333333	0	0	142.5	142.5	10.25	0.333333333333333	0	1535.4	0	0	0	0	0	2010.5	4474.45833333334	0	0	669.25	0	0	8033746.55753968
0159_AK37_71056_20190611_ST	8387728	116752.352380952	0	4974.23333333333	20759.8285714285	0	2120.95833333333	78403.8638888889	24902.275	24987.0833333333	14528.2166666667	11818.2714285714	2436.34047619048	12523.3111111111	40.4238095238095	0.666666666666666	4476.26666666667	3252.53333333333	2566.83333333333	774.583333333333	376.916666666667	558	15852.2833333333	1535.55	0	26647.075	22.25	0	116	115	0	3.16666666666667	0	1428.05	0	0	0	0	0	1676.25	3688.91666666667	0	0	632.416666666667	0	0	8009758.08333333
0159_AB18_26720_20210217_ST	8364752	120768.916666667	0	5738.25	21167.4849206349	0	1048.75	79750.9277777778	25752.1130952381	24993.6333333333	16022.55	12711.9976190476	2232.5880952381	15194.3201388889	76.6515873015873	9.8	5327.15833333334	3106.66666666666	2221.75	1153.76666666667	531.958333333333	517.65	15886.2833333333	1826.71666666667	0	26954.0845238095	1	0	431.25	431.25	0	2.83333333333333	0	1375.91666666667	21	0	11.5909090909091	10.6666666666667	0	1543.5	4164.63333333333	0	0.333333333333333	655.833333333333	0	0	7973108.17466631
0159_AP39_21021_20171021_ST	8324880	111559.607142857	0	4960.6	21574.3353174603	0	1044.16666666667	78667.8888888889	24869.944047619	31141.0261904762	16616.4928571428	15089.2603174603	2967.69047619048	16437.6069444444	65.3642857142858	7.88333333333334	5283.14722222222	3218.51666666667	2449.66666666667	1757.57142857143	426.583333333333	496.766666666667	15615.1666666667	1598.01666666667	0	28147.8559523809	0	0	185.083333333334	185.083333333334	0	9.5	0	1205.11666666667	0	0	0	0	0	2693.75	3556.5380952381	0	1	551.083333333333	0	0	7932497.6875
0159_AP39_21261_20180629_ST_E21	8306060	113214.292857143	0	4498.84166666667	22919.9718253968	0	1161.04166666667	76761.8222222222	25920.55	27779.819047619	16554.5	15628.4277777778	2275.09285714286	15576.1736111111	21.2428571428571	1.1	5562.28333333333	3237.73333333334	2436.16666666667	657.791666666667	526.486111111111	658.5	15230.8666666667	1288.81666666667	0	26178.7761904762	11.5	0	138	138	0	5.83333333333333	0	1272	0	0	0	0	0	626.25	3161.65	0	0	482.583333333333	0	0	7922133.88630952
0159_AB18_26645_20200422_ST	8281055	105808.701190476	0	4138.37499999999	19282.7253968254	0	1303.20833333333	82256.2477272727	24070.0075757576	25104.9833333333	15774.9595238095	14902.4468253968	3147.225	15827.5319444444	45.952380952381	11.8	5217.75	2814.25	2654.14583333333	965.996428571429	457.833333333333	857.95	14392.2357142857	1135.99166666667	0	23865.3273809524	11.25	0	403.75	399.583333333333	0	9.66666666666667	0	1301.05	0	0	4.5	0	0	1637.5	4512.60059523809	0	0.666666666666667	576.75	0	0	7908162.03814935
0159_AA34_42453_20190809_ST	8263562	144886.75	0	21955.4583333333	2996.89841269841	0	1150.85	112872.327777778	27462.6916666667	9456.65	9512.53333333333	11409.5992063492	1584.95952380952	19605.0680555555	52.6253968253968	13.0833333333333	4557.16666666666	194.566666666666	141.208333333333	4808.075	28.6666666666667	2478.7	18604.0119047619	2964.42857142857	663.5	33269.9654761905	0	0	1044.83333333334	1037.83333333334	0	12.8333333333333	0	1941.7	0	0	0	0	0	62.5	2700.62023809523	0	0	23.3333333333333	0	0	7826068.56210317
0159_AP39_21064_20171222_ST	8242792	96828.35	0	5088.85	20050.2206349207	0	889.416666666667	79206.7777777778	24698.4023809524	31830.4333333333	18923.9809523809	20530.1841269841	2988.85714285714	19114.0125	36.7460317460318	9.61666666666667	5145.70833333333	1893.95	2339.5	2352.39880952381	424.166666666667	1175.33333333333	13269.1666666667	341.216666666667	0	27213.0607142857	0	0	106.166666666667	106.166666666667	0	13.6666666666667	0	1051.1	0	0	0	0	0	718.5	3036.48214285714	0	0	556.583333333333	0	0	7862852.98511905
0159_AV42_66129_20190414_ST	8210023	104542.60952381	0	4622.97499999999	20317.5833333334	0	941.833333333333	74068.1	25320.4821428571	24607.3333333333	16742.5666666667	14679.9634920635	2407.37857142857	16033.1361111111	68.384126984127	8.43333333333334	5144.62976190476	1960.73333333333	2376.8125	1261.675	560.583333333333	767.566666666666	14227.9761904762	1664.2	0	22638.6273809524	2	0	380.75	380.25	0.5	5.33333333333333	0	1326.95	0	0	4.59090909090909	0.25	0	486.75	3586.07916666667	0	0	607.5	0	0	7848278.46345599
0159_AB18_26425_20190206_ST	8115405	106024.841666667	0	4065.14166666667	17923.5150793651	0	1123.66666666667	75028.45	22370.5	23587.8333333333	16122.3	10678.9888888889	2749.80952380952	13096.7333333333	36.9928571428571	2.63333333333333	5089.45	2929.2	2557.04166666667	641.808333333333	377.5	606.000000000001	12447.4166666667	1162.6	0	21497.3	2	0	249	248	0.5	0.583333333333333	0	1607.03333333333	0	0	0.0454545454545454	0	0	585.5	3501.64166666666	0	0	591.583333333333	0	0	7768499.38986291
0159_AA34_42333_20190117_ST	8092768	96468.25	0	5249.25833333333	22700.9436507936	0	381.375	63519.2638888889	23095.3857142857	21888.9833333334	14231.5714285714	19073.2174603175	3092.09880952381	11534.0847222222	84.6119047619048	11.9833333333334	7170.57142857143	1116.35	1196.83333333333	961.985714285714	506.166666666667	354.216666666667	13530.869047619	895.775	0	20131.3428571429	0	0	148.666666666666	148.666666666666	0	23.3333333333333	0	1508.13333333333	0	0	16	0	0	114.75	2256.19404761904	0	2	708.25	0	0	7760646.86765873
0159_AB10_26739_20201029_ST	8086951	108189.916666667	0	4333.74166666666	23835.7865079365	0	229.875	50651.1222222222	20540.6964285714	20449.8833333333	14343.5	20569.7388888889	1863.11904761904	9062.85694444445	16.1690476190476	0.133333333333333	6034.09166666667	1019.83333333333	611.083333333333	90.9416666666666	504.791666666667	39.3666666666666	11525.5333333333	775.1	0	16599.1166666667	1.5	0	132.25	132.25	0	4.66666666666667	0	1261.33333333333	0	0	0	0	0	195.75	1945.48333333333	0	0	725.75	0	0	7771265.61924603
0159_AB18_26415_20190218_ST	8059329	107854.776190476	0	4831.19583333333	21556.296031746	0	558.883333333333	70235.6333333333	22511.1333333333	22847.8	15253.9666666667	15995.6222222222	2393.08452380952	11205.3263888889	48.7166666666667	0.433333333333334	6300.475	2226.93333333334	1714.08333333333	607.7625	508.583333333333	299.366666666667	13125.4833333333	1616.70833333333	0	21000.6642857143	2.5	0	188	188	0	5.66666666666667	0	1300.16666666667	0.5	0	0	0	0	1022.25	4137.7	0	0	783.5	0	0	7709007.78869047
0159_AB10_26756_20201027_ST	8037762	106063.611904762	0	3634.36666666666	17901.0468253969	0	978.091666666666	71023.3611111111	21861.9944444445	22824.7166666667	14250.4095238095	9697.39920634921	1964.36666666667	11161.0791666667	50.2166666666666	3.26666666666666	3985.91666666667	2536.91666666667	2114.70833333333	560.758333333333	379.708333333333	301.233333333334	13944.4833333333	2709.41666666667	0	21893.9583333333	21	0	377.75	377.75	0	11.8333333333333	0	1424.66666666667	5	0	0	5.65	0	700	2990.38333333333	0	0	702.583333333333	0	0	7701304.3561508
0159_AA34_42113_20180615_ST	8020022	98509.7	0	3836.53333333333	17711.8380952381	0	813.75	77000.5527777778	22822.7416666667	23392.1333333333	15980.0833333333	11344.0642857143	2226.30714285714	13674.3069444444	31.8404761904762	4.86666666666666	4917.47222222222	2560.26666666666	2543.875	799.508333333333	449.416666666667	568.4	14061.75	1712.45	0	23439.7630952381	2.25	0	279.25	279.25	0	18.25	0	1427.91666666667	0	0	0.0833333333333335	0	0	1615.16666666667	3554.05	0	0	569.833333333333	0	0	7673874.32996032
0159_AA34_42437_20190622_ST	8016900	107818.05	0	4719.1375	22434.1841269841	0	1440.58333333333	77131.2611111111	28066.48495671	26639.0333333333	16812.0333333333	15530.0968253968	2229.99285714286	16207.9902777778	51.1777777777778	2.53333333333333	4819.35	2648.56666666667	2589.70833333333	907.1375	590.083333333333	681.6	14019.3	1920.9	0	25822.2071428571	12.75	0	246.666666666666	246.666666666666	0	3.16666666666667	0	1254.56666666667	0	0	0.5	0	0	659	3519.05833333333	0	0	605.833333333333	0	0	7637270.37992424
0159_AY44_33033_20171003_ST	8004381	101020.241666667	0	4388.31666666666	19935.3880952381	0	1156.79166666667	73852.4468975469	24519.5333333333	25324.15	16107.819047619	15436.9333333333	2128.49285714286	16118.9972222222	42.3095238095237	1.96666666666667	5056.98333333333	2286.58333333334	2481.41666666667	828	400.958333333333	889.75	13779.1666666667	695.2	0	22925.344047619	1	0	177.75	177.75	0	0.333333333333333	0	1363.53333333333	0	0	0	0	0	685.75	3393.08333333333	0	0	623	0	0	7648582.01064214
0159_AA34_42376_20190318_ST	7985532	96931.25	0	3941.45833333333	21172.5817460317	0	1331.95833333333	71768.7722222222	24865.15	27048.3166666667	14985.9166666667	17077.9944444444	2575.93333333333	16318.8597222222	19.0111111111111	0.8	6199.98333333333	2377.6	2215.33333333333	731.375	471.75	1054.16666666667	11910.9833333333	882.216666666667	0	22852.4738095238	1.25	0	355.416666666667	355.416666666667	0	1.66666666666667	0	1139.83333333333	0	0	0	0	0	637	4377.25	0	0	571	0	0	7631359.28194445
0159_AB18_26520_20200917_ST	7965003	106272.042857143	0	4314.85833333333	19068.6214285714	0	1215.20833333333	73635.9857142857	24938.5857142857	24426.8333333333	14622.0261904762	12216.4523809524	2727.43571428572	13670.6819444444	66.8333333333333	3.26666666666667	5593.825	2682.46666666667	2533.75	362.075	394	712.4	12563.7833333333	1315.8	0	22683.3119047619	6	0	215.833333333334	215.833333333334	0	12.6	0	1267.45	0	0	0.5	0	0	581.5	3942.03333333333	0	0	629	0	0	7612112.00615079
0159_AP39_21221_20180301_ST_E21	7954640	127156.152380952	0	10686.6333333333	22956.1380952381	0	1065.41666666667	95365.7373015873	32590.5583694084	26435.8714285714	16515.4333333333	25132.2452380952	10056.5884920635	20562.2623015873	687.197619047619	232.566666666666	8184.17619047619	2025.36666666667	3023.04166666667	6965.81666666667	615.250000000001	1117.13333333333	15578.4738095238	2757.38611111111	0	45282.0595238095	2	0	492.666666666667	492.666666666667	0	18.8333333333333	0	1208.31666666667	0	0	314.5	0	0	1720.75	5663.40515873016	0	24	764.25	0	0	7468947.10631313
0159_AA34_42084_20180509_ST	7949415	109384.961904762	2.33333333333333	10438.1791666667	11151.8398148148	2	379.775	101997.6253663	28584.2083083583	16342.2357142857	19051.0357142857	17213.9846560846	10083.6880952381	27035.1152777778	364.849206349206	93.45	6544.64761904762	2540.18333333333	2929.58333333334	4876.74285714286	834.333333333332	2539.53333333334	22025.3452380952	2672.52857142857	0	40358.5337301587	0	0	841.750000000002	814.083333333335	0	3.66666666666667	0	1903.48333333333	0	0	118	0	0	584.5	6845.67559523809	1	5.33333333333333	569.833333333333	2	0	7500278.9614973
0159_AV42_66213_20191004_ST	7893908	107716.442857143	0	4568.83333333333	19841.4257936508	0	906.916666666667	74619.2317460318	24168.5011904762	23023.6	15674.8571428571	13061.7150793651	4786.14047619048	11280.9458333333	164.957142857143	35.4	4566.69642857143	2983.53333333334	2002.5	1805.45357142857	412.166666666667	661.166666666666	14255.2904761905	1605.85	0	26940.1178571428	1.25	0	227.416666666666	227.416666666666	2.5	57	0	1615.48333333333	0	0	0	0	0	558.75	3480.08690476191	0	1	650.5	0	0	7532004.85416667
0159_AB18_26453_20190218_ST	7890831	124738.944444444	0	4435.39166666667	21993.8968253968	0	873.166666666667	67410.6166666667	24933.925	23691.3452380953	16250.9023809524	13796.8476190476	2117.94801587302	16091.8069444445	62.3134920634921	6.06666666666667	5252.70833333333	3169.08333333333	1952.68333333333	748.201190476191	482.666666666667	613.4	14525.6785714286	1066.43611111111	0	26589.4654761905	3.25	0	194.916666666667	193.75	0	4.66666666666667	0	999.783333333333	0	0	0	5.66666666666667	0	1262.5	3604.05396825396	0	1	523.916666666667	0	0	7513234.00138889
0159_AP39_21413_20180813_ST_E21	7878001	98365.9166666667	0	5125	18585.8873015873	0	1234.875	68562.4681096681	23568.4654761905	23437.5666666667	15459.1666666667	13211.8	2355.11309523809	14215.2208333333	75.8730158730158	16.1	5875.18333333334	2167.06666666667	2729.91666666667	958.8	422.75	665.216666666666	13288.980952381	2064.59166666667	0	23561.1047619048	4	0	150	150	0	4	0	1247.98333333333	0	0	10	0	0	823.75	3444.3	0	0.333333333333333	681.75	0	0	7535537.81978716
0159_AB18_26722_20201204_ST	7853078	99727.0166666667	0	4414.64166666666	18167.8481481481	0	729.041666666667	70816.175	22842.8948773449	21935.45	14858.6214285714	12526.5552910053	3367.11071428571	14209.1236111111	104.52380952381	39.4166666666667	4411.98452380952	2083.86666666667	1954.41666666667	1239.35595238095	416	719.166666666666	13660.6309523809	1654.40833333333	0	24332.6277777778	0.75	0	200.666666666666	200.666666666666	0	5.33333333333333	0	1371.15	0	0	2	3	0	670.75	3326.39761904762	0	0	633.033333333333	0	0	7512453.37529461
0159_AA34_42452_20190801_ST	7818169	109781.821428571	0	4537.19166666667	21446.3579365079	0	877.041666666667	67323.8731240981	23852.3694444444	23202.7166666667	15931.6333333333	14289.4722222222	2265.59047619048	14917.4680555556	60.6238095238095	1.03333333333333	5321.47499999999	3329.44523809524	2733.1	563.308333333333	620.333333333333	872.5	12231.6333333333	1002.25	0	24880.0023809524	3.25	0	252.916666666666	252.916666666666	0	2.08333333333333	0	1028.58333333333	0	0	0.090909090909091	1.66666666666667	0	1048	3954.9	0	0	606.833333333333	0	0	7460976.51830808
0159_AB18_26715_20210225_ST	7800524	102473.633333333	0	4289.14166666667	17482.6436507937	0	906.975	73049.8444444444	21794.7833333333	24251.4166666667	15133.7761904762	9862.46746031746	2516.81190476191	12684.4805555556	60.4119047619047	0.683333333333333	4223.11666666666	2604.35	2266.91666666667	953.425	430.458333333333	390.566666666667	13054.4166666667	1884.1	0	21501.5857142857	2.75	0	262.75	261.75	0.75	16.6666666666667	0	1396.38333333333	0.5	0	2.04545454545454	0	0	1181	3424.96666666666	0	0	646.666666666667	0.333333333333333	0	7461511.43272006
0159_AS41_40057_20180522_ST	7796190	94703.1	0	4068.95833333333	18796.1	0	1032.79166666667	73885.1666666666	23308.9583333333	27247.35	14541.7666666667	18262.8857142857	3469.24761904762	16918.4541666667	31.7809523809524	0.95	5585.825	1625.6	2112.02083333333	1119.35	383.083333333333	1088.33333333333	12090.8333333333	342.316666666667	0	21837.5071428571	0.5	0	202.75	202.75	0	0.5	0	935.5	0	0	0	0	0	886.25	3357.47916666667	0	0	404.333333333333	0	0	7447747.55773809
0159_AB18_106720_20190226_ST	7778508	102731.575	0	3872.40833333334	19135.4380952381	0	1163.125	66414.3091269841	22682.4166666667	21907.1666666667	14774.7333333333	10893.4833333333	2021.60476190476	13114.9263888889	38.5952380952381	1.3	5140.05833333333	2935.03333333333	2314.83333333333	477.991666666666	446.625	615.783333333333	12626.6833333333	971.333333333333	0	23667.3880952381	0.5	0	222	219	0	3.5	0	1114.56666666667	0.5	0	0.090909090909091	8	0	729.25	3717.03333333333	0	0	660.733333333333	0	0	7443886.01405123
0159_AQ29_10023_20170921_ST	7773246	102821.633333333	0	3924.61071428571	19348.0984126984	0	909.016666666666	65933.3373015873	21455.9083333334	22245.4833333333	13999.7595238095	9517.25555555556	1860.91666666666	12841.1638888889	28.0071428571429	2.4	3860.18333333333	2871.01666666666	2094.68333333333	603.994047619047	382.291666666667	246.333333333333	13054.6333333333	1487	0	23122.1880952381	6.75	0	279.5	279.5	0	2.91666666666667	0	1364.16666666667	0	0	0	0	0	583	2628.16666666667	0	0	726.166666666667	0	0	7444765.9186508
0159_AB10_26088_20180508_ST	7759995	106849.65	0	4643.175	17845.223015873	0	1445.95833333333	69432.3611111111	24983.0666666667	22452.0833333333	15059.0666666667	10419.3944444444	2078.37142857143	12952.6583333333	46.1880952380952	0.5	5732.81309523809	2575.33333333334	2869.39166666667	858.833333333334	564.458333333333	533.166666666667	13406.1261904762	1661.81666666667	0	21677.45	3.5	0	462.5	461.5	0	0.333333333333333	0	1252.6	0	0	0	0	0	880.75	3463.75	0	0	535.25	0	0	7414847.73095238
0159_AA34_42477_20190918_ST	7759894	91280.2833333334	0	4010.94166666667	14147.8452380952	0	636.375	73720.7055555556	20788.1369047619	21807.5	13257.1214285714	7485.33333333333	2868.61428571428	11708.0430555556	15.5476190476191	2.83333333333333	3807.89166666667	2100.21666666667	2643.20833333333	256.716666666667	287.333333333333	573.733333333333	11695.9166666667	1585.36666666667	0	17491.4083333333	0	0	320.25	320.25	0	0.333333333333333	0	1359.16666666667	0	0	0	0	0	581	3283.21666666667	0	0	649.166666666667	0	0	7451209.54424603
0159_AY44_33013_20170917_ST	7740237	96826.7277777778	0	4261.74166666667	18835.3809523809	0	779.083333333333	67441.7	22264.3325757576	25137.9666666667	15242	14349.3357142857	1780.9	14787.3652777778	20	3.03333333333334	4827.275	2420.93333333333	2169.35	1125.975	470.5	593.366666666667	12832.0095238095	1091.18333333333	0	22901.2761904762	2	0	196.666666666666	196.666666666666	0	1	0	1155.43333333333	0	0	0	0	0	1395.75	3428.43333333333	0	0	478.166666666667	0	0	7403221.44698773
0159_AZ03_32040_20181023_ST	7625013	96321.7	0	3831.92619047619	18721.8301587301	0	1040.70833333333	67957.1833333333	24169.5083333333	22693.2666666667	14966.8119047619	13062.1277777778	2001.03095238095	13876.2111111111	24.4809523809524	1.26666666666667	5239.74444444444	2286.63333333334	2496.15833333333	372.342857142857	359.916666666667	1014.7	11216.3	894.45	0	20299.8928571429	5.5	0	213.25	214.25	0	4.66666666666667	0	1078.55	0	0	0.5	1	0	680	3359.54166666666	0	0	612.916666666667	0	0	7295994.63412698
0159_AA34_42088_20180515_ST	7513727	102662.476190476	0	4860.875	19166.1912698413	0	1106.875	79642.7138888889	23884.8928571429	26074.5666666667	15934.15	18961.6579365079	6123.53690476191	16033.1347222222	171.895238095238	36.6166666666667	6278.14166666667	2289.96666666667	2455	2815.55833333333	365.666666666667	799.583333333333	15816.2023809524	674.375	0	27897.0976190476	0	0	89.5833333333335	89.5833333333335	0	68.1666666666667	0	899.083333333333	0	0	5	0	0	1960.75	5193.5	0	4.33333333333333	346.083333333333	0	0	7131019.74265873
